id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1488303588229230594,1488303588229230594,1643674201000.0,2022-02-01 01:10:01,+0200,,"The UN Security Council meeting on threats to international peace and security held on Jan. 31 turned into a sharp confrontation with little result, as Russia actively denied responsibility for its war against Ukraine.  https://t.co/GmhmjFwxem",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,01,https://twitter.com/KyivIndependent/status/1488303588229230594,['https://kyivindependent.com/uncategorized/us-russia-clash-at-un-security-council-meeting-over-ukraine/'],[],0,,False,25,1,9,,None,,,,,,,[],,,,
1488540215018938372,1488540215018938372,1643730617000.0,2022-02-01 16:50:17,+0200,,"According to Foreign Minister Dmytro Kuleba, the new trilateral partnership will strengthen security and develop trade and readiness for concrete action. https://t.co/VpPFFkRlMA",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,16,https://twitter.com/KyivIndependent/status/1488540215018938372,['https://kyivindependent.com/hot-topic/zelensky-announces-trilateral-partnership-between-ukraine-poland-uk/'],[],0,,False,68,2,29,,None,,,,,,,[],,,,
1488551955668611076,1488551955668611076,1643733416000.0,2022-02-01 17:36:56,+0200,,"The document, signed to “bolster the nation’s defense capacity and the appeal of military service,” says that the armed forces will enlist 100,000 more personnel by 2025, and reach 361,000 troops.  https://t.co/5IyWMTKTXC",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,17,https://twitter.com/KyivIndependent/status/1488551955668611076,['https://kyivindependent.com/national/zelensky-issues-decree-to-bolster-ukraines-military/'],[],0,,False,39,2,19,,None,,,,,,,[],,,,
1488579472165163014,1488579472165163014,1643739977000.0,2022-02-01 19:26:17,+0200,,"For the cargo pallets on the runway contained NLAW advanced anti-tank weapons – the U.K. has delivered as many as 2,000 in a series of flights.  https://t.co/DerRipkRYf",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,19,https://twitter.com/KyivIndependent/status/1488579472165163014,['https://kyivindependent.com/national/uks-defense-aid-to-ukraine-skyrockets-amid-russia-threat/'],[],0,,False,50,1,17,,None,,,,,,,[],,,,
1488603295593766918,1488603295593766918,1643745657000.0,2022-02-01 21:00:57,+0200,,"According to the Bureau, the searches were part of a case set to investigate the legality of an agreement signed by Kobolyev in 2020 to transfer 305 million cubic meters of gas from state ownership to private companies.  https://t.co/y7AnJSzvcB",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,21,https://twitter.com/KyivIndependent/status/1488603295593766918,['https://kyivindependent.com/business/authorities-search-ex-head-of-naftogaz-kobolyevs-home-over-contentious-debt-settlement/'],[],0,,False,12,0,1,,None,,,,,,,[],,,,
1488614862452408328,1488614862452408328,1643748414000.0,2022-02-01 21:46:54,+0200,,"Ukraine is set to receive $120 million in aid from the UK in support of the country’s “stable governance” and “energy independence,” according to a Feb. 1 statement. https://t.co/w7SwBBh3C0",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,21,https://twitter.com/KyivIndependent/status/1488614862452408328,['https://kyivindependent.com/business/ukraine-to-receive-120-million-in-aid-from-uk/'],[],0,,False,28,1,11,,None,,,,,,,[],,,,
1488625377585074177,1488625377585074177,1643750921000.0,2022-02-01 22:28:41,+0200,,"U.S. President Joe Biden is planning to nominate Bridget Brink as the ambassador to Ukraine, Bloomberg and CNN reported on Jan. 31.  https://t.co/dQdygZ5T5G",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,22,https://twitter.com/KyivIndependent/status/1488625377585074177,['https://kyivindependent.com/politics/us-media-bridget-brink-to-become-ambassador-to-ukraine/'],[],0,,False,31,0,9,,None,,,,,,,[],,,,
1488630770445045762,1488630770445045762,1643752207000.0,2022-02-01 22:50:07,+0200,,Johnson said that new sanctions prepared by the Western governments would “pinpoint the strategic and commercial interests” of Russia.  https://t.co/Gf8JJWDtDy,en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,22,https://twitter.com/KyivIndependent/status/1488630770445045762,['https://kyivindependent.com/national/johnson-sanctions-the-minute-russian-troops-further-invade-ukraine/'],[],0,,False,56,6,21,,None,,,,,,,[],,,,
1488641578159779845,1488641578159779845,1643754784000.0,2022-02-01 23:33:04,+0200,,Russian president said that the West had not satisfied his demand for an uncontested sphere of influence in eastern Europe but said he was ready to continue dialogue on Ukraine.   https://t.co/3ZADSXvW3o,en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,2,23,https://twitter.com/KyivIndependent/status/1488641578159779845,['https://kyivindependent.com/national/putin-says-west-ignored-russian-security-concerns-in-rare-public-remarks/'],[],0,,False,21,0,14,,None,,,,,,,[],,,,
1488880271067914243,1488880271067914243,1643811693000.0,2022-02-02 15:21:33,+0200,,"Oleksandr Trukhin, a lawmaker from the governing President Volodymyr Zelensky’s Servant of the People faction, was kicked out of the party after a journalistic investigation exposed his attempts to bribe police officers at a car crash site.   https://t.co/t8rzsaZ0Ei",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,3,15,https://twitter.com/KyivIndependent/status/1488880271067914243,['https://kyivindependent.com/politics/zelenskys-party-member-expelled-after-bribe-attempt-exposure/'],[],0,,False,30,1,11,,None,,,,,,,[],,,,
1488959610253807617,1488959610253807617,1643830609000.0,2022-02-02 20:36:49,+0200,,"Kuleba said that embassy staff withdrawal, first authorized by the U.S., was “a premature decision and does not correspond to reality.” https://t.co/RLm0mQ2ZgQ",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,3,20,https://twitter.com/KyivIndependent/status/1488959610253807617,['https://kyivindependent.com/national/kuleba-west-must-remain-calm-united-avoid-panic/'],[],0,,False,12,1,7,,None,,,,,,,[],,,,
1488993116115795968,1488993116115795968,1643838597000.0,2022-02-02 22:49:57,+0200,,"“I have not visited my home city Donetsk for eight years now. If I, a Ukrainian journalist who has extensively covered Russia’s war against Ukraine, go to Donetsk today, I will likely never return,” writes @AnnaMyroniuk.  https://t.co/aDoiCRG67e",en,[],[],1462548977367359490,1462548977367359490,KyivIndependent,The Kyiv Independent,3,22,https://twitter.com/KyivIndependent/status/1488993116115795968,['https://kyivindependent.com/opinion/anna-myroniuk-i-lost-my-home-to-putin-once-now-it-can-happen-again/'],[],0,,False,35,0,22,,None,,,,,,,[],,,,
